transaction_id,order_date,customer_name,address,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price($),retail_price($),profit_margin($),order_quantity($),sub_total($),discount_percent,discount_amount($),order_total($),shipping_cost($),total($)
TX1020,15/2/2019,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,20/2/2019,4.53,7.3,2.7699999999999996,37.0,270.09999999999997,4.0,10.803999999999998,259.296,7.72,267.016
TX1021,20/6/2018,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,22/6/2018,1.84,2.88,1.0399999999999998,2.0,5.76,7.0,0.4032,5.3568,0.99,6.3468
TX1022,2/5/2018,Troy Staebel,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,3/5/2018,16.85,27.18,10.329999999999998,26.0,706.68,8.0,56.5344,650.1456,8.33,658.4756
TX1023,11/2/2018,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,12/2/2018,1.53,2.47,0.9400000000000002,42.0,103.74000000000001,5.0,5.187,98.55300000000001,1.02,99.57300000000001
TX1024,8/6/2019,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,10/6/2019,2.18,3.52,1.3399999999999999,18.0,63.36,1.0,0.6335999999999999,62.7264,6.83,69.5564
TX1025,26/3/2018,Mick Brown,"324A King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,28/3/2018,2.5,5.68,3.1799999999999997,46.0,261.28,4.0,10.451199999999998,250.82879999999997,3.6,254.42879999999997
TX1026,1/5/2020,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2/5/2020,2.26,3.58,1.3200000000000003,42.0,150.36,6.0,9.021600000000001,141.3384,5.47,146.8084
TX1027,13/5/2018,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,15/5/2018,2.52,4.0,1.48,35.0,140.0,4.0,5.6,274.08,1.3,275.38
TX1027,13/5/2018,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,15/5/2018,2.52,4.0,1.48,36.0,144.0,3.0,4.32,274.08,1.3,275.38
TX1028,18/5/2020,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,18/5/2020,10.07,15.98,5.91,23.0,367.54,2.0,7.3508000000000004,360.1892,4.0,364.1892
TX1029,4/2/2020,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,6/2/2020,54.29,90.48,36.190000000000005,24.0,2171.52,5.0,108.57600000000001,2062.944,19.99,2082.9339999999997
TX1030,26/2/2018,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,26/2/2018,3.84,6.3,2.46,38.0,239.4,4.0,9.576,229.824,0.5,230.324
TX1031,21/6/2018,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,23/6/2018,4.79,11.97,7.180000000000001,16.0,191.52,10.0,19.152,172.368,5.81,178.178
TX1032,20/5/2018,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,22/5/2018,13.64,20.98,7.34,19.0,398.62,10.0,39.861999999999995,358.75800000000004,1.49,360.24800000000005
TX1033,17/5/2019,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,TychSavi Access Keyboard,Office Supplies,Small Box,Regular Air,18/5/2019,10.07,15.98,5.91,31.0,495.38,7.0,34.6766,460.7034,4.0,464.7034
TX1034,19/5/2018,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,High,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,20/5/2018,11.11,19.84,8.73,40.0,793.6,3.0,23.808000000000003,769.792,4.1,773.892
TX1035,30/3/2018,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,31/3/2018,2.59,3.98,1.3900000000000001,38.0,151.24,7.0,10.5868,140.6532,2.97,143.6232
TX1036,29/7/2018,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,30/7/2018,5.33,8.6,3.2699999999999996,42.0,361.2,10.0,36.12,325.08,6.19,331.27
TX1037,28/5/2018,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,1/6/2018,2.16,3.85,1.69,1.0,3.85,0.0,0.0,3.85,0.7,4.55
TX1038,28/9/2019,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,29/9/2019,12.39,19.98,7.59,32.0,639.36,9.0,57.5424,581.8176,5.77,587.5876
TX1039,16/12/2019,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Critical,Economy Binders,Office Supplies,Small Box,Regular Air,18/12/2019,1.33,2.08,0.75,6.0,12.48,3.0,0.37439999999999996,12.1056,1.49,13.595600000000001
TX1040,17/9/2019,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,18/9/2019,1.94,3.08,1.1400000000000001,31.0,95.48,3.0,2.8644,92.6156,0.99,93.6056
TX1041,9/6/2019,Barry Lonsdale,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,9/6/2019,6.39,19.98,13.59,27.0,539.46,5.0,26.973000000000003,512.4870000000001,4.0,516.4870000000001
TX1042,1/2/2020,Julia Dunbar,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,Phoebe Gour,Medium,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Technology,Jumbo Drum,Delivery Truck,3/2/2020,16.85,27.18,10.329999999999998,5.0,135.9,1.0,1.359,134.541,8.23,142.771
TX1043,17/6/2019,Edward Becker,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,18/6/2019,1.31,2.84,1.5299999999999998,32.0,90.88,5.0,4.544,86.336,0.93,87.266
TX1044,5/2/2022,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Not Specified,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,7/2/2022,16.85,27.18,10.329999999999998,36.0,978.48,10.0,97.848,880.6320000000001,8.23,888.8620000000001
TX1045,20/6/2018,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,22/6/2018,21.56,36.55,14.989999999999998,44.0,1608.1999999999998,1.0,16.081999999999997,1592.1179999999997,13.89,1606.0079999999998
TX1046,29/6/2018,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,3/7/2018,3.65,5.98,2.3300000000000005,45.0,269.1,4.0,10.764000000000001,258.336,1.49,259.826
TX1047,18/12/2018,Carol Triggs,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,1726 Digital Answering Machine,Technology,Small Box,Regular Air,20/12/2018,8.82,20.99,12.169999999999998,33.0,692.67,7.0,48.4869,644.1831,4.81,648.9930999999999
TX1048,26/11/2019,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,High,Smiths Metal Binder Clips,Office Supplies,Small Pack,Express Air,21/11/2019,1.6,2.62,1.02,10.0,26.200000000000003,1.0,0.262,25.938000000000002,0.8,26.738000000000003
TX1049,5/5/2018,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Critical,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,6/5/2018,20.18,35.41,15.229999999999997,8.0,283.28,10.0,28.327999999999996,254.95199999999997,1.99,256.94199999999995
TX1050,31/5/2018,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Lumi Crayons,Office Supplies,Wrap Bag,Regular Air,2/6/2018,5.22,9.85,4.63,2.0,19.7,6.0,1.182,181.814,4.82,186.634
TX1050,31/5/2018,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2/6/2018,3.84,6.3,2.46,27.0,170.1,4.0,6.803999999999999,181.814,4.82,186.634
TX1051,7/8/2019,John Lucas,"148 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Binder Clips by OIC,Technology,Large Box,Regular Air,9/8/2019,0.93,1.48,0.5499999999999999,30.0,44.4,9.0,3.9959999999999996,40.403999999999996,0.7,41.104
TX1052,17/3/2019,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Critical,Alto Perma 2700 Stacking Storage Drawers,Technology,Medium Box,Regular Air,19/3/2019,8.92,29.74,20.82,8.0,237.92,9.0,21.412799999999997,216.50719999999998,6.64,223.14719999999997
TX1053,9/10/2018,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Not Specified,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,11/10/2018,2.52,4.0,1.48,30.0,120.0,1.0,1.2,118.8,1.3,120.1
TX1054,24/8/2018,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Binder Clips by OIC,Technology,Medium Box,Regular Air,27/8/2018,0.93,1.48,0.5499999999999999,35.0,51.8,0.0,0.0,51.8,0.7,52.5
TX1055,4/5/2020,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,6/5/2020,3.5,5.74,2.24,42.0,241.08,6.0,14.4648,226.61520000000002,5.01,231.6252
TX1056,2/5/2019,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,3/5/2019,1.59,2.61,1.0199999999999998,36.0,93.96,1.0,0.9396,93.0204,0.5,93.5204
TX1057,31/7/2018,Alex Grayson,"644 George St,Sydney",Sydney,NSW,Small Business,Radhya Staples,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2/8/2018,6.39,19.98,13.59,35.0,699.3000000000001,4.0,27.972,671.3280000000001,4.0,675.3280000000001
TX1058,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,13/8/2018,1.94,3.08,1.1400000000000001,33.0,101.64,3.0,3.0492000000000004,98.5908,0.99,99.5808
TX1059,27/9/2019,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,2/10/2019,3.47,6.68,3.2099999999999995,4.0,26.72,3.0,0.8016,25.9184,1.5,27.4184
TX1060,13/2/2019,Steve Nguyen,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,13/2/2019,2.98,5.84,2.86,39.0,227.76,8.0,18.2208,209.5392,0.83,210.3692
TX1061,8/12/2018,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,8/12/2018,0.93,1.6,0.67,30.0,48.0,2.0,0.96,47.04,1.29,48.33
TX1062,10/1/2019,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,10/1/2019,1.84,2.88,1.0399999999999998,32.0,92.16,9.0,8.2944,83.8656,0.99,84.8556
TX1063,3/5/2019,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 481 Labels,Technology,Jumbo Drum,Delivery Truck,7/5/2019,1.94,3.08,1.1400000000000001,34.0,104.72,2.0,2.0944,102.6256,0.99,103.6156
TX1064,21/6/2020,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,23/6/2020,1.84,2.88,1.0399999999999998,21.0,60.48,5.0,3.0239999999999996,57.455999999999996,0.99,58.446
TX1065,29/6/2018,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,EcoTones Memo Sheets,Technology,Small Box,Regular Air,3/7/2018,2.52,4.0,1.48,47.0,188.0,0.0,0.0,188.0,1.3,189.3
TX1066,17/12/2018,Craig Molinari,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,19/12/2018,1.18,1.88,0.7,15.0,28.2,0.0,0.0,28.2,1.49,29.689999999999998
TX1067,17/2/2018,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,22/2/2018,1.84,2.88,1.0399999999999998,11.0,31.68,9.0,2.8512,28.8288,0.99,29.8188
TX1068,17/1/2021,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,17/1/2021,2.52,4.0,1.48,16.0,64.0,1.0,0.64,63.36,1.3,64.66
TX1069,10/9/2018,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,14/9/2018,1.94,3.08,1.1400000000000001,38.0,117.04,10.0,11.704,105.33600000000001,0.99,106.32600000000001
TX1070,22/2/2019,Amy Cox,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,23/2/2019,5.33,8.6,3.2699999999999996,37.0,318.2,4.0,12.728,305.472,6.19,311.662
TX1071,30/11/2019,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2/12/2019,5.19,12.98,7.79,27.0,350.46000000000004,7.0,24.532200000000003,325.92780000000005,3.14,329.06780000000003
TX1072,22/2/2018,Gen Letin,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,23/2/2018,4.53,7.3,2.7699999999999996,33.0,240.9,5.0,12.045,228.85500000000002,7.72,236.57500000000002
TX1073,27/4/2020,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,28/4/2020,42.11,80.98,38.870000000000005,13.0,1052.74,4.0,42.1096,1010.6304,7.18,1017.8104
TX1074,28/9/2021,Troy Staebel,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,30/9/2021,12.39,19.98,7.59,22.0,439.56,7.0,30.7692,408.7908,5.77,414.5608
TX1075,2/8/2018,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,4/8/2018,3.32,5.18,1.8599999999999999,37.0,191.66,3.0,5.7498000000000005,185.9102,2.04,187.9502
TX1076,13/9/2019,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Binder Posts,Office Supplies,Small Box,Regular Air,17/9/2019,3.5,5.74,2.24,1.0,5.74,6.0,0.3444,5.3956,5.01,10.4056
TX1077,13/5/2018,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,High,Steady Major Accent Highlighters,Furniture,Large Box,Regular Air,15/5/2018,3.75,7.08,3.33,41.0,290.28000000000003,4.0,11.611200000000002,278.66880000000003,2.35,281.01880000000006
TX1078,12/10/2020,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,High,Apex Office Executive Series Stainless Steel Trimmers,Technology,Jumbo Drum,Delivery Truck,14/10/2020,3.51,8.57,5.0600000000000005,25.0,214.25,2.0,4.285,209.965,6.14,216.105
TX1079,29/7/2020,Alian Denenbon,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,31/7/2020,3.48,5.43,1.9499999999999997,10.0,54.3,4.0,2.1719999999999997,52.128,0.95,53.078
TX1080,23/12/2018,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,23/12/2018,3.14,4.91,1.77,7.0,34.370000000000005,2.0,0.6874000000000001,33.68260000000001,0.5,34.18260000000001
TX1081,29/10/2019,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,31/10/2019,2.29,3.58,1.29,46.0,164.68,9.0,14.821200000000001,149.8588,1.63,151.4888
TX1082,4/1/2019,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,5/1/2019,22.18,54.1,31.92,18.0,973.8000000000001,5.0,48.69,4175.979,19.99,4195.969
TX1082,4/1/2019,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Desktop 3-Rocket Hot File,Office Supplies,Wrap Bag,Regular Air,5/1/2019,22.18,54.1,31.92,29.0,1568.9,3.0,47.06700000000001,4175.979,19.99,4195.969
TX1082,4/1/2019,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Desktop 3-Pocket Hot File,Technology,Small Box,Regular Air,5/1/2019,22.18,54.1,31.92,34.0,1839.4,6.0,110.36400000000002,4175.979,19.99,4195.969
TX1083,25/10/2018,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,27/10/2018,8.31,15.98,7.67,6.0,95.88,2.0,1.9176,93.9624,6.5,100.4624
